FID,STATEFP10,COUNTYFP10,TRACTCE10,GEOID10,NAME10,NAMELSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10
0,53,033,022006,53033022006,220.06,Census Tract 220.06,G5020,S,1408907,0,+47.7043393,-122.1992667
1,53,033,032320,53033032320,323.20,Census Tract 323.20,G5020,S,9554873,38494,+47.7564769,-122.1244452
2,53,033,031703,53033031703,317.03,Census Tract 317.03,G5020,S,7139218,643846,+47.3716888,-122.1484314
3,53,033,031206,53033031206,312.06,Census Tract 312.06,G5020,S,3668962,60430,+47.3135621,-122.1835380
4,53,033,032102,53033032102,321.02,Census Tract 321.02,G5020,S,79040166,84391,+47.4851508,-121.9657840
5,53,033,032210,53033032210,322.10,Census Tract 322.10,G5020,S,41801336,17075,+47.5512023,-121.9640526
6,53,033,032211,53033032211,322.11,Census Tract 322.11,G5020,S,2975633,0,+47.5798198,-122.0193627
7,53,033,032104,53033032104,321.04,Census Tract 321.04,G5020,S,22481612,0,+47.5051267,-122.0531593
8,53,033,032313,53033032313,323.13,Census Tract 323.13,G5020,S,13092990,436039,+47.6705089,-122.0890118
9,53,033,032203,53033032203,322.03,Census Tract 322.03,G5020,S,10073205,3779419,+47.5954699,-122.0694173
10,53,033,032703,53033032703,327.03,Census Tract 327.03,G5020,S,10319396,175463,+47.5143769,-121.8178721
11,53,033,032704,53033032704,327.04,Census Tract 327.04,G5020,S,17160818,447183,+47.4939904,-121.7716730
12,53,033,027300,53033027300,273,Census Tract 273,G5020,S,3552158,5405,+47.4780597,-122.2993280
13,53,033,027200,53033027200,272,Census Tract 272,G5020,S,3321974,85339,+47.4867948,-122.2813197
14,53,033,027100,53033027100,271,Census Tract 271,G5020,S,1567464,0,+47.4920386,-122.2998447
15,53,033,027000,53033027000,270,Census Tract 270,G5020,S,1978526,12524,+47.4976819,-122.3219067
16,53,033,026802,53033026802,268.02,Census Tract 268.02,G5020,S,2035727,18135,+47.4983057,-122.3429643
17,53,033,026801,53033026801,268.01,Census Tract 268.01,G5020,S,1538512,5897,+47.5076338,-122.3433587
18,53,033,026700,53033026700,267,Census Tract 267,G5020,S,3084839,419292,+47.4962788,-122.3638054
19,53,033,026600,53033026600,266,Census Tract 266,G5020,S,1160397,0,+47.5128460,-122.3632681
20,53,033,000800,53033000800,8,Census Tract 8,G5020,S,1141587,0,+47.7112492,-122.2860821
21,53,033,000700,53033000700,7,Census Tract 7,G5020,S,1294675,0,+47.7156893,-122.3018632
22,53,033,000600,53033000600,6,Census Tract 6,G5020,S,3783740,54223,+47.7180013,-122.3322129
23,53,033,000500,53033000500,5,Census Tract 5,G5020,S,2882910,932456,+47.7224094,-122.3710555
24,53,033,000402,53033000402,4.02,Census Tract 4.02,G5020,S,1798936,0,+47.7168585,-122.3523664
25,53,033,000401,53033000401,4.01,Census Tract 4.01,G5020,S,1281899,81874,+47.7288710,-122.3509939
26,53,033,000300,53033000300,3,Census Tract 3,G5020,S,1210516,0,+47.7305246,-122.3329227
27,53,033,000200,53033000200,2,Census Tract 2,G5020,S,3286319,0,+47.7266401,-122.3099961
28,53,033,000100,53033000100,1,Census Tract 1,G5020,S,1910585,1486352,+47.7238068,-122.2819279
29,53,033,990100,53033990100,9901,Census Tract 9901,G5020,S,0,239607794,+47.5106478,-122.4154213
30,53,033,032500,53033032500,325,Census Tract 325,G5020,S,213917141,3892704,+47.7019699,-121.8306143
31,53,033,031907,53033031907,319.07,Census Tract 319.07,G5020,S,5537497,0,+47.4533052,-122.1305064
32,53,033,031800,53033031800,318,Census Tract 318,G5020,S,24842882,3331034,+47.4085329,-122.1178196
33,53,033,032002,53033032002,320.02,Census Tract 320.02,G5020,S,27571053,210070,+47.4347894,-122.0315839
34,53,033,032003,53033032003,320.03,Census Tract 320.03,G5020,S,122163698,304929,+47.4405378,-121.9250546
35,53,033,031704,53033031704,317.04,Census Tract 317.04,G5020,S,5745119,12142,+47.3485371,-122.1448222
36,53,033,032005,53033032005,320.05,Census Tract 320.05,G5020,S,6298146,123257,+47.3704870,-122.0854653
37,53,033,032006,53033032006,320.06,Census Tract 320.06,G5020,S,7610917,126568,+47.3499202,-122.0803474
38,53,033,032207,53033032207,322.07,Census Tract 322.07,G5020,S,4572913,1055367,+47.5819653,-122.0606739
39,53,033,021803,53033021803,218.03,Census Tract 218.03,G5020,S,3280334,0,+47.7644157,-122.2144243
40,53,033,032602,53033032602,326.02,Census Tract 326.02,G5020,S,30181212,645284,+47.5354747,-121.8783150
41,53,033,032702,53033032702,327.02,Census Tract 327.02,G5020,S,510945718,12517232,+47.4631730,-121.4975361
42,53,033,032800,53033032800,328,Census Tract 328,G5020,S,1390296741,27317733,+47.6526481,-121.4312963
43,53,033,026500,53033026500,265,Census Tract 265,G5020,S,1993802,1625,+47.5145478,-122.3380052
44,53,033,026400,53033026400,264,Census Tract 264,G5020,S,4780011,299442,+47.5091310,-122.3111776
45,53,033,026300,53033026300,263,Census Tract 263,G5020,S,4827827,388852,+47.5089631,-122.2889871
46,53,033,026200,53033026200,262,Census Tract 262,G5020,S,15241096,526900,+47.4591441,-122.2435898
47,53,033,026100,53033026100,261,Census Tract 261,G5020,S,4302988,9859,+47.4910723,-122.2500978
48,53,033,026001,53033026001,260.01,Census Tract 260.01,G5020,S,2747927,0,+47.4990270,-122.2362315
49,53,033,021500,53033021500,215,Census Tract 215,G5020,S,3485702,412518,+47.7643848,-122.2737863
50,53,033,021400,53033021400,214,Census Tract 214,G5020,S,3154037,242662,+47.7507662,-122.2924491
51,53,033,021300,53033021300,213,Census Tract 213,G5020,S,1811833,1189300,+47.7402939,-122.2869560
52,53,033,001702,53033001702,17.02,Census Tract 17.02,G5020,S,1280222,0,+47.6965212,-122.3639488
53,53,033,004302,53033004302,43.02,Census Tract 43.02,G5020,S,330714,0,+47.6647406,-122.3035950
54,53,033,004301,53033004301,43.01,Census Tract 43.01,G5020,S,979359,0,+47.6694017,-122.3002220
55,53,033,007402,53033007402,74.02,Census Tract 74.02,G5020,S,249282,0,+47.6187608,-122.3244188
56,53,033,010002,53033010002,100.02,Census Tract 100.02,G5020,S,948258,0,+47.5765790,-122.3095727
57,53,033,010001,53033010001,100.01,Census Tract 100.01,G5020,S,2253835,60359,+47.5673069,-122.3043618
58,53,033,011002,53033011002,110.02,Census Tract 110.02,G5020,S,1676105,0,+47.5404140,-122.2989097
59,53,033,010402,53033010402,104.02,Census Tract 104.02,G5020,S,1798894,0,+47.5537876,-122.3102256
60,53,033,010702,53033010702,107.02,Census Tract 107.02,G5020,S,784716,0,+47.5468041,-122.3730302
61,53,033,011402,53033011402,114.02,Census Tract 114.02,G5020,S,1186185,0,+47.5206654,-122.3646254
62,53,033,022605,53033022605,226.05,Census Tract 226.05,G5020,S,4727320,0,+47.6914671,-122.1557444
63,53,033,022902,53033022902,229.02,Census Tract 229.02,G5020,S,3427199,1688812,+47.6403935,-122.1022780
64,53,033,024602,53033024602,246.02,Census Tract 246.02,G5020,S,2868432,2569219,+47.5326968,-122.2319773
65,53,033,025803,53033025803,258.03,Census Tract 258.03,G5020,S,1343482,0,+47.4503896,-122.1784570
66,53,033,031601,53033031601,316.01,Census Tract 316.01,G5020,S,14669801,418507,+47.3312130,-122.0859477
67,53,033,031603,53033031603,316.03,Census Tract 316.03,G5020,S,56004069,1525160,+47.3236418,-121.9918500
68,53,033,032103,53033032103,321.03,Census Tract 321.03,G5020,S,4051480,0,+47.5390618,-122.0487975
69,53,033,025001,53033025001,250.01,Census Tract 250.01,G5020,S,3531217,28798,+47.5380627,-122.1693928
70,53,033,032401,53033032401,324.01,Census Tract 324.01,G5020,S,55949550,1058812,+47.7463098,-121.9478877
71,53,033,032402,53033032402,324.02,Census Tract 324.02,G5020,S,25135349,635969,+47.7044428,-121.9517972
72,53,033,031501,53033031501,315.01,Census Tract 315.01,G5020,S,161442521,1999864,+47.3188879,-121.8784572
73,53,033,021100,53033021100,211,Census Tract 211,G5020,S,2619718,0,+47.7412054,-122.3128854
74,53,033,021000,53033021000,210,Census Tract 210,G5020,S,2618870,5753,+47.7396007,-122.3357847
75,53,033,020900,53033020900,209,Census Tract 209,G5020,S,4775453,645484,+47.7432786,-122.3639033
76,53,033,020800,53033020800,208,Census Tract 208,G5020,S,3160164,644499,+47.7569770,-122.3716178
77,53,033,020700,53033020700,207,Census Tract 207,G5020,S,1711193,0,+47.7561636,-122.3473227
78,53,033,020600,53033020600,206,Census Tract 206,G5020,S,1974729,0,+47.7560214,-122.3321002
79,53,033,020500,53033020500,205,Census Tract 205,G5020,S,2722044,0,+47.7562524,-122.3138057
80,53,033,011401,53033011401,114.01,Census Tract 114.01,G5020,S,1233153,0,+47.5297060,-122.3620280
81,53,033,025302,53033025302,253.02,Census Tract 253.02,G5020,S,3972686,2424838,+47.4920143,-122.2153507
82,53,033,025806,53033025806,258.06,Census Tract 258.06,G5020,S,2934558,150285,+47.4550034,-122.2107374
83,53,033,027701,53033027701,277.01,Census Tract 277.01,G5020,S,44151776,9781558,+47.4509608,-122.4764915
84,53,033,032326,53033032326,323.26,Census Tract 323.26,G5020,S,10460418,0,+47.7007610,-122.0785848
85,53,033,032327,53033032327,323.27,Census Tract 323.27,G5020,S,16127862,106609,+47.7100617,-122.0434083
86,53,033,023404,53033023404,234.04,Census Tract 234.04,G5020,S,1793702,1870257,+47.5669930,-122.0852255
87,53,033,023403,53033023403,234.03,Census Tract 234.03,G5020,S,3308890,1972210,+47.5817847,-122.1151458
88,53,033,023804,53033023804,238.04,Census Tract 238.04,G5020,S,1220954,0,+47.6132805,-122.1984660
89,53,033,023201,53033023201,232.01,Census Tract 232.01,G5020,S,1589789,0,+47.6186062,-122.1375409
90,53,033,023900,53033023900,239,Census Tract 239,G5020,S,4649863,4222583,+47.5830719,-122.2002301
91,53,033,032322,53033032322,323.22,Census Tract 323.22,G5020,S,4625052,0,+47.7260040,-122.0978452
92,53,033,032321,53033032321,323.21,Census Tract 323.21,G5020,S,12670960,0,+47.7179214,-122.1263246
93,53,033,021804,53033021804,218.04,Census Tract 218.04,G5020,S,3067767,0,+47.7657027,-122.1963736
94,53,033,022101,53033022101,221.01,Census Tract 221.01,G5020,S,3662797,1581554,+47.7417973,-122.2556683
95,53,033,025003,53033025003,250.03,Census Tract 250.03,G5020,S,6352436,0,+47.5567201,-122.1081035
96,53,033,022701,53033022701,227.01,Census Tract 227.01,G5020,S,1658813,463268,+47.6536174,-122.2060589
97,53,033,032008,53033032008,320.08,Census Tract 320.08,G5020,S,2292594,159030,+47.3669213,-122.0495778
98,53,033,032208,53033032208,322.08,Census Tract 322.08,G5020,S,11018171,1305361,+47.5604078,-122.0460114
99,53,033,020402,53033020402,204.02,Census Tract 204.02,G5020,S,2786012,0,+47.7695100,-122.2970269
100,53,033,020401,53033020401,204.01,Census Tract 204.01,G5020,S,2313206,0,+47.7708169,-122.3195413
101,53,033,020300,53033020300,203,Census Tract 203,G5020,S,2566042,36451,+47.7689986,-122.3417532
102,53,033,020200,53033020200,202,Census Tract 202,G5020,S,2592032,0,+47.7716683,-122.3633594
103,53,033,020100,53033020100,201,Census Tract 201,G5020,S,1772600,684792,+47.7707111,-122.3873610
104,53,033,012100,53033012100,121,Census Tract 121,G5020,S,1721295,1399504,+47.5075950,-122.3873799
105,53,033,023803,53033023803,238.03,Census Tract 238.03,G5020,S,563963,0,+47.6192542,-122.1978584
106,53,033,025006,53033025006,250.06,Census Tract 250.06,G5020,S,22393618,0,+47.5269219,-122.0986860
107,53,033,025005,53033025005,250.05,Census Tract 250.05,G5020,S,7684826,0,+47.5306823,-122.1466867
108,53,033,025602,53033025602,256.02,Census Tract 256.02,G5020,S,5204940,0,+47.4777132,-122.1488815
109,53,033,029206,53033029206,292.06,Census Tract 292.06,G5020,S,17212475,214543,+47.4144378,-122.2433601
110,53,033,029102,53033029102,291.02,Census Tract 291.02,G5020,S,2582809,0,+47.3799253,-122.2841053
111,53,033,029101,53033029101,291.01,Census Tract 291.01,G5020,S,3352098,167811,+47.3975237,-122.2794706
112,53,033,030006,53033030006,300.06,Census Tract 300.06,G5020,S,1984562,163997,+47.3240408,-122.3041391
113,53,033,030314,53033030314,303.14,Census Tract 303.14,G5020,S,2503919,0,+47.3080955,-122.3236866
114,53,033,030313,53033030313,303.13,Census Tract 303.13,G5020,S,4002289,0,+47.3002419,-122.3139509
115,53,033,031605,53033031605,316.05,Census Tract 316.05,G5020,S,15390877,1564307,+47.3204617,-122.0465501
116,53,033,024100,53033024100,241,Census Tract 241,G5020,S,4432887,1658184,+47.6426931,-122.2202683
117,53,033,022703,53033022703,227.03,Census Tract 227.03,G5020,S,4207715,0,+47.6572912,-122.1758426
118,53,033,024200,53033024200,242,Census Tract 242,G5020,S,3706733,11129640,+47.6330584,-122.2404977
119,53,033,022203,53033022203,222.03,Census Tract 222.03,G5020,S,3205513,619554,+47.7066987,-122.2253274
120,53,033,024800,53033024800,248,Census Tract 248,G5020,S,3775702,0,+47.5743916,-122.1521009
121,53,033,024902,53033024902,249.02,Census Tract 249.02,G5020,S,2029984,0,+47.5653697,-122.1337183
122,53,033,024903,53033024903,249.03,Census Tract 249.03,G5020,S,4963596,0,+47.5508498,-122.1412595
123,53,033,025102,53033025102,251.02,Census Tract 251.02,G5020,S,6232169,0,+47.4980982,-122.1407250
124,53,033,031903,53033031903,319.03,Census Tract 319.03,G5020,S,11736814,0,+47.4821782,-122.1108710
125,53,033,031904,53033031904,319.04,Census Tract 319.04,G5020,S,18942604,168049,+47.4653650,-122.0628374
126,53,033,031906,53033031906,319.06,Census Tract 319.06,G5020,S,10822092,521709,+47.4362336,-122.0943157
127,53,033,031301,53033031301,313.01,Census Tract 313.01,G5020,S,33118748,224283,+47.2046996,-122.0589541
128,53,033,031100,53033031100,311,Census Tract 311,G5020,S,7323964,116159,+47.2909187,-122.1895001
129,53,033,031000,53033031000,310,Census Tract 310,G5020,S,12595437,162785,+47.2689535,-122.1862464
130,53,033,030902,53033030902,309.02,Census Tract 309.02,G5020,S,3926189,28185,+47.2657557,-122.2444934
131,53,033,030901,53033030901,309.01,Census Tract 309.01,G5020,S,3121503,0,+47.2807120,-122.2531115
132,53,033,030802,53033030802,308.02,Census Tract 308.02,G5020,S,1372874,0,+47.2860456,-122.2137235
133,53,033,030801,53033030801,308.01,Census Tract 308.01,G5020,S,6975768,33797,+47.2873666,-122.2352954
134,53,033,012000,53033012000,120,Census Tract 120,G5020,S,1447511,0,+47.5129291,-122.3806808
135,53,033,011900,53033011900,119,Census Tract 119,G5020,S,3175666,1320016,+47.5089452,-122.2517818
136,53,033,010900,53033010900,109,Census Tract 109,G5020,S,4789752,272921,+47.5425052,-122.3199752
137,53,033,010800,53033010800,108,Census Tract 108,G5020,S,4093693,330621,+47.5440342,-122.3498743
138,53,033,010600,53033010600,106,Census Tract 106,G5020,S,2594296,817141,+47.5476485,-122.3918719
139,53,033,010500,53033010500,105,Census Tract 105,G5020,S,1717929,0,+47.5574406,-122.3855495
140,53,033,010300,53033010300,103,Census Tract 103,G5020,S,1660245,0,+47.5541363,-122.2826390
141,53,033,031604,53033031604,316.04,Census Tract 316.04,G5020,S,4154795,3229,+47.3543883,-122.0322942
142,53,033,032011,53033032011,320.11,Census Tract 320.11,G5020,S,3363748,282990,+47.3691715,-122.0327857
143,53,033,031706,53033031706,317.06,Census Tract 317.06,G5020,S,4169865,7815,+47.3636938,-122.1170035
144,53,033,032215,53033032215,322.15,Census Tract 322.15,G5020,S,16008606,10175,+47.6062193,-121.9865085
145,53,033,032329,53033032329,323.29,Census Tract 323.29,G5020,S,9669295,0,+47.6836608,-122.0297140
146,53,033,032328,53033032328,323.28,Census Tract 323.28,G5020,S,8504402,0,+47.6641636,-122.0461287
147,53,033,001701,53033001701,17.01,Census Tract 17.01,G5020,S,892771,0,+47.6963619,-122.3544843
148,53,033,007401,53033007401,74.01,Census Tract 74.01,G5020,S,259386,0,+47.6229244,-122.3246584
149,53,033,032317,53033032317,323.17,Census Tract 323.17,G5020,S,4393971,0,+47.6276169,-122.0479843
150,53,033,032315,53033032315,323.15,Census Tract 323.15,G5020,S,44496824,1355612,+47.6679952,-121.9798462
151,53,033,032319,53033032319,323.19,Census Tract 323.19,G5020,S,6814532,0,+47.7595596,-122.1476582
152,53,033,021906,53033021906,219.06,Census Tract 219.06,G5020,S,3816083,4544,+47.7423026,-122.1694451
153,53,033,021905,53033021905,219.05,Census Tract 219.05,G5020,S,2683360,0,+47.7431697,-122.1814242
154,53,033,032307,53033032307,323.07,Census Tract 323.07,G5020,S,11666709,234337,+47.7580051,-122.0907595
155,53,033,032311,53033032311,323.11,Census Tract 323.11,G5020,S,23482239,92771,+47.7515039,-122.0387481
156,53,033,032324,53033032324,323.24,Census Tract 323.24,G5020,S,2048401,0,+47.6855259,-122.1199830
157,53,033,022801,53033022801,228.01,Census Tract 228.01,G5020,S,4865268,0,+47.6464310,-122.1532208
158,53,033,030700,53033030700,307,Census Tract 307,G5020,S,1563564,0,+47.2971636,-122.2215689
159,53,033,030600,53033030600,306,Census Tract 306,G5020,S,3359294,69662,+47.3069144,-122.2074969
160,53,033,030504,53033030504,305.04,Census Tract 305.04,G5020,S,1524229,42763,+47.3211155,-122.2135048
161,53,033,030503,53033030503,305.03,Census Tract 305.03,G5020,S,3258095,67676,+47.3425849,-122.2130556
162,53,033,030501,53033030501,305.01,Census Tract 305.01,G5020,S,11215570,175434,+47.3272298,-122.2353245
163,53,033,030404,53033030404,304.04,Census Tract 304.04,G5020,S,5989875,215746,+47.2674240,-122.2759315
164,53,033,010200,53033010200,102,Census Tract 102,G5020,S,2781085,1399183,+47.5540013,-122.2608175
165,53,033,010100,53033010100,101,Census Tract 101,G5020,S,2509594,1534926,+47.5670447,-122.2751446
166,53,033,009900,53033009900,99,Census Tract 99,G5020,S,6566273,2286606,+47.5789585,-122.3638568
167,53,033,009800,53033009800,98,Census Tract 98,G5020,S,1930639,0,+47.5719546,-122.3830940
168,53,033,009702,53033009702,97.02,Census Tract 97.02,G5020,S,2219066,0,+47.5719270,-122.3960103
169,53,033,009701,53033009701,97.01,Census Tract 97.01,G5020,S,1857984,1610494,+47.5731929,-122.4101745
170,53,033,009600,53033009600,96,Census Tract 96,G5020,S,1936670,1354203,+47.5899898,-122.3882351
171,53,033,010401,53033010401,104.01,Census Tract 104.01,G5020,S,1616864,0,+47.5532039,-122.2956376
172,53,033,010701,53033010701,107.01,Census Tract 107.01,G5020,S,1452792,3664,+47.5450729,-122.3675013
173,53,033,011001,53033011001,110.01,Census Tract 110.01,G5020,S,1070772,0,+47.5383594,-122.2862045
174,53,033,025301,53033025301,253.01,Census Tract 253.01,G5020,S,3821608,2029946,+47.5102693,-122.2031668
175,53,033,025601,53033025601,256.01,Census Tract 256.01,G5020,S,2894103,0,+47.4827528,-122.1748691
176,53,033,025805,53033025805,258.05,Census Tract 258.05,G5020,S,2392257,35493,+47.4548196,-122.1939161
177,53,033,022803,53033022803,228.03,Census Tract 228.03,G5020,S,4772689,0,+47.6439331,-122.1312723
178,53,033,023202,53033023202,232.02,Census Tract 232.02,G5020,S,1470662,0,+47.6179632,-122.1270727
179,53,033,031205,53033031205,312.05,Census Tract 312.05,G5020,S,5853259,41398,+47.3280223,-122.1778550
180,53,033,031502,53033031502,315.02,Census Tract 315.02,G5020,S,1026438098,8763580,+47.2405383,-121.6336958
181,53,033,022005,53033022005,220.05,Census Tract 220.05,G5020,S,2420124,0,+47.7116198,-122.1939066
182,53,033,021802,53033021802,218.02,Census Tract 218.02,G5020,S,4904123,0,+47.7673777,-122.1727400
183,53,033,021904,53033021904,219.04,Census Tract 219.04,G5020,S,3404550,0,+47.7229333,-122.1616154
184,53,033,030403,53033030403,304.03,Census Tract 304.03,G5020,S,3853306,6562,+47.2677479,-122.3092300
185,53,033,030401,53033030401,304.01,Census Tract 304.01,G5020,S,12138960,348070,+47.2944923,-122.2855895
186,53,033,030312,53033030312,303.12,Census Tract 303.12,G5020,S,1855241,0,+47.2932144,-122.3682146
187,53,033,030311,53033030311,303.11,Census Tract 303.11,G5020,S,1900453,3993,+47.3078811,-122.3685730
188,53,033,030310,53033030310,303.10,Census Tract 303.10,G5020,S,3205491,0,+47.2901057,-122.3495936
189,53,033,009500,53033009500,95,Census Tract 95,G5020,S,2596039,2909196,+47.5783426,-122.2831943
190,53,033,009400,53033009400,94,Census Tract 94,G5020,S,1723077,0,+47.5881924,-122.3098671
191,53,033,009300,53033009300,93,Census Tract 93,G5020,S,9429062,719984,+47.5776855,-122.3309417
192,53,033,009200,53033009200,92,Census Tract 92,G5020,S,330171,154864,+47.6004657,-122.3348315
193,53,033,009100,53033009100,91,Census Tract 91,G5020,S,418836,0,+47.5984232,-122.3217544
194,53,033,009000,53033009000,90,Census Tract 90,G5020,S,820730,0,+47.5982642,-122.3090976
195,53,033,008900,53033008900,89,Census Tract 89,G5020,S,1280326,1636171,+47.6010391,-122.2850405
